"","PassengerId","HomePlanet","CryoSleep","Cabin","Destination","Age","VIP","RoomService","FoodCourt","ShoppingMall","Spa","VRDeck","Name","Transported"
"3430","3699_03","Europa","True","C/123/P","55 Cancri e",30,"False",0,0,0,0,0,"Dabiton Tronsive","True"
"6259","6624_01","Earth","False","G/1071/P","TRAPPIST-1e",44,"False",1175,0,13,642,498,"Oraryn Prickmantes","False"
"3328","3572_01","Earth","False","G/584/P","TRAPPIST-1e",25,"False",19,0,0,1679,0,"Coren Bucknersony","False"
"5659","6016_02","Earth","False","G/973/P","TRAPPIST-1e",20,"False",3,0,0,806,0,"Norahe Gardonadox","False"
"1384","1453_01","Earth","","G/229/P","55 Cancri e",16,"",0,2838,32,5,3404,"Kimena Thorney","False"
"8012","8574_01","Mars","True","F/1653/S","TRAPPIST-1e",40,"False",0,0,0,0,0,"Hork Welte","True"
"7940","8476_01","Mars","False","D/252/S","TRAPPIST-1e",27,"False",244,0,492,297,23,"Slig Mille","True"
"4622","4925_01","Mars","False","F/936/S","TRAPPIST-1e",23,"False",197,76,5635,7,0,"Dynx Sfin","True"
"4567","4864_01","Earth","False","G/784/P","55 Cancri e",24,"False",0,0,0,734,21,"","False"
"5087","5434_01","Earth","True","G/874/P","TRAPPIST-1e",NA,"",0,0,0,0,0,"Harvin Garnes","True"
"8028","8594_01","Earth","False","G/1381/S","TRAPPIST-1e",37,"False",210,3,601,1,68,"Heremy Clayson","False"
"8415","8988_08","Earth","True","G/1448/S","TRAPPIST-1e",9,"False",0,0,0,0,0,"Neila Fowlesterez","False"
"4818","5137_01","","False","G/839/S","TRAPPIST-1e",9,"False",0,0,0,0,0,"Milyn Llobsoney","True"
"4070","4346_01","Earth","False","E/274/P","55 Cancri e",22,"False",429,2,232,0,59,"Vanez Burchanez","True"
"7505","8027_01","Earth","False","G/1297/S","TRAPPIST-1e",12,"False",0,0,0,0,0,"Garlie Kirks","False"
"6092","6437_01","Earth","False","F/1228/S","55 Cancri e",24,"False",14,0,1,528,109,"Loree Drakeekss","True"
"2586","2770_01","Earth","False","G/443/S","TRAPPIST-1e",56,"False",0,1721,0,96,0,"Oraine Gainebergan","False"
"2393","2571_01","Earth","False","G/414/P","TRAPPIST-1e",28,"False",145,8,557,0,74,"Janee Lamberguson","True"
"6572","6930_01","Earth","True","G/1129/S","TRAPPIST-1e",17,"False",0,0,0,0,0,"Letta Howayery","True"
"8311","8869_01","Earth","True","G/1431/S","TRAPPIST-1e",31,"False",0,0,0,0,0,"Melica Starkers","True"
"2499","2683_01","Europa","False","A/32/S","TRAPPIST-1e",36,"False",2,1297,0,4,0,"Zaninon Parbage","True"
"5336","5704_01","Earth","True","G/913/P","TRAPPIST-1e",22,"False",0,0,NA,0,0,"Melara Callowery","True"
"5292","5647_02","Europa","False","C/178/P","55 Cancri e",52,"False",0,1425,31,0,1320,"Chabih Matoltuble","True"
"7953","8493_01","Earth","True","G/1384/P","PSO J318.5-22",22,"False",0,0,0,0,0,"Hanna Goodson","False"
"7706","8222_01","Mars","False","D/257/P","TRAPPIST-1e",43,"False",1054,109,576,645,0,"Muld Sidie","False"
"5602","5960_03","Europa","True","C/222/S","55 Cancri e",25,"False",0,0,0,0,0,"Merabik Dister","True"
"3352","3608_01","Europa","True","D/122/P","55 Cancri e",17,"False",0,0,0,0,0,"Zosmas Mormonized","True"
"260","0286_01","Earth","False","F/65/P","55 Cancri e",57,"False",3,1281,29,162,13,"Carita Jimes","False"
"6913","7328_01","Earth","False","F/1410/S","TRAPPIST-1e",14,"False",399,22,458,506,187,"Agnesa Cainghannon","False"
"220","0233_01","Mars","False","F/45/S","TRAPPIST-1e",32,"False",56,0,256,1438,0,"Teda Wist","False"
"5873","6219_01","Earth","False","F/1283/P","TRAPPIST-1e",14,"False",71,0,0,0,NA,"Aliedy Carrishley","False"
"7744","8265_01","Earth","True","G/1344/P","TRAPPIST-1e",18,"False",0,0,0,0,0,"Curtle Winsley","False"
"126","0134_01","Earth","False","G/17/P","TRAPPIST-1e",19,"False",0,14,730,0,0,"Camina Harmontry","True"
"5488","5855_02","Earth","False","G/949/P","PSO J318.5-22",41,"False",0,0,687,0,65,"Rhony Horndley","True"
"2743","2944_02","Earth","False","G/469/S","PSO J318.5-22",2,"False",NA,0,0,0,0,"Ernard Nichoan","False"
"4311","4594_01","Europa","False","C/144/P","TRAPPIST-1e",64,"False",77,2424,0,3001,127,"Tabius Folhal","False"
"6872","7271_01","Earth","False","G/1171/P","55 Cancri e",21,"False",61,201,222,161,60,"","False"
"8146","8704_02","Mars","False","D/264/S","",29,"False",2239,0,146,0,0,"Cappe Facke","False"
"1772","1882_02","Europa","True","","55 Cancri e",17,"False",0,0,0,0,0,"Phonons Antcal","True"
"3861","4137_01","Earth","False","F/778/S","55 Cancri e",39,"False",664,0,0,40,0,"Lonna Rocknight","False"
"1736","1848_01","Earth","False","G/291/S","TRAPPIST-1e",NA,"False",181,0,2,0,663,"Hellia Gilleranks","False"
"8250","8815_01","Earth","False","F/1818/P","55 Cancri e",20,"False",0,0,0,335,957,"Frey Tranklinay","False"
"6649","7010_01","Earth","False","G/1143/S","",16,"False",418,195,100,88,90,"Naomin Quinnerettt","False"
"242","0258_01","Earth","False","F/50/S","TRAPPIST-1e",22,"False",0,0,313,299,92,"Feryla Cooperkins","False"
"8348","8923_01","Earth","False","G/1450/P","TRAPPIST-1e",19,"False",0,0,0,0,0,"Lilley Fuentryoung","True"
"7450","7972_01","Europa","True","B/260/P","55 Cancri e",33,"False",0,0,0,0,0,"Hadlam Cattyried","True"
"3726","4000_02","Earth","False","F/757/S","TRAPPIST-1e",25,"False",20,0,424,0,359,"Vivia Burraymons","False"
"7930","8466_01","Earth","False","F/1737/P","TRAPPIST-1e",21,"False",0,5,0,687,10,"Miken Leonaldez","False"
"2750","2953_01","","False","E/179/P","55 Cancri e",25,"False",0,641,0,2,0,"Eilan Solivers","True"
"3623","3896_01","","","C/140/S","55 Cancri e",18,"False",0,4387,0,2241,0,"Ainoxa Preeldy","True"
"8186","8751_01","Earth","False","F/1694/S","TRAPPIST-1e",24,"False",0,0,124,4,471,"Byront Weavesend","False"
"4254","4524_01","Earth","False","F/930/P","PSO J318.5-22",NA,"",0,116,2048,2,0,"Briane Fulloydez","True"
"3564","3832_01","Earth","False","G/627/P","TRAPPIST-1e",40,"False",1387,614,1564,5,0,"Bonyam Litthews","False"
"4860","5185_01","Mars","False","E/330/S","TRAPPIST-1e",29,"False",523,0,21,4,811,"Cruts Flie","False"
"7251","7751_01","Europa","True","C/252/P","55 Cancri e",41,"False",0,0,0,0,0,"Mesatik Retefule","True"
"6743","7113_01","Earth","False","F/1361/S","TRAPPIST-1e",24,"False",0,0,0,0,757,"Kris Simstravery","False"
"3619","3894_01","Earth","False","F/735/S","PSO J318.5-22",18,"False",0,525,0,0,84,"Stald Vinozarks","True"
"896","0964_02","Europa","True","B/36/P","TRAPPIST-1e",48,"False",0,0,0,0,0,"Weidus Platch","True"
"2138","2295_01","Earth","False","F/466/P","TRAPPIST-1e",75,"False",0,0,1224,NA,1769,"Melica Emenez","False"
"4619","4923_02","Mars","True","F/935/S","TRAPPIST-1e",20,"False",0,0,0,0,0,"Yalmon Sturt","True"
"2844","3067_01","Earth","True","G/483/S","TRAPPIST-1e",22,"False",0,0,0,0,0,"France Dicksons","True"
"4346","4628_01","Europa","False","C/175/S","TRAPPIST-1e",45,"False",0,7484,465,14,610,"Murzima Freednal","True"
"1163","1229_01","Earth","False","F/245/P","TRAPPIST-1e",27,"False",0,0,863,33,2,"Nelsie Floydendley","True"
"6382","6746_01","Earth","True","G/1092/P","TRAPPIST-1e",28,"False",0,0,0,0,0,"Luison Mcinton","True"
"4319","4603_01","Europa","","C/171/S","55 Cancri e",26,"False",0,3593,47,19,229,"Hamakan Namsheary","True"
"199","0220_03","Earth","True","G/37/P","TRAPPIST-1e",13,"False",0,0,0,0,0,"Branca Wilsoney","False"
"4851","5175_01","Earth","False","G/834/P","TRAPPIST-1e",21,"False",582,0,0,148,53,"Andice Maystuarey","False"
"5388","5756_03","Earth","False","F/1194/P","PSO J318.5-22",19,"False",5,0,0,716,0,"Inerry Briggston","False"
"4540","4828_01","Earth","False","G/778/P","55 Cancri e",14,"False",363,44,0,0,512,"","True"
"4253","4522_01","Earth","False","F/850/S","TRAPPIST-1e",25,"False",101,32,0,137,633,"Belix Stephend","True"
"5617","5975_01","Europa","True","E/380/P","55 Cancri e",43,"False",0,0,0,0,0,"Pherkab Sageng","True"
"8590","9168_02","Europa","True","C/338/S","TRAPPIST-1e",41,"False",0,0,0,0,0,"Algiedi Cassiding","True"
"2966","3211_02","Earth","False","G/521/P","55 Cancri e",43,"False",511,233,NA,0,144,"Maura Baldson","False"
"3823","4084_01","Europa","False","D/132/S","TRAPPIST-1e",26,"False",0,1549,0,0,766,"Arix Rentruing","True"
"4222","4498_01","Earth","False","G/734/S","55 Cancri e",11,"False",0,0,0,0,0,"Valex Munozanson","False"
"5044","5390_02","Earth","True","G/872/S","PSO J318.5-22",20,"False",0,0,0,0,0,"Mayne Owerson","True"
"2380","2558_02","Mars","","F/525/P","TRAPPIST-1e",32,"False",0,0,0,0,0,"Sups Katte","True"
"7180","7666_01","Mars","True","F/1591/P","TRAPPIST-1e",19,"False",0,0,0,0,0,"Boos Emead","True"
"8484","9069_01","Europa","True","B/297/P","TRAPPIST-1e",22,"False",0,0,0,0,0,"Azhat Brakeng","True"
"6129","6468_01","Mars","True","F/1339/P","TRAPPIST-1e",24,"False",0,0,0,0,0,"Snich Crité","True"
"8206","8770_06","Earth","False","F/1808/P","TRAPPIST-1e",0,"False",0,0,0,0,0,"Nadie Waderoachez","True"
"7042","7499_01","Earth","False","F/1551/P","55 Cancri e",20,"False",30,132,1121,0,0,"Enrie Hayder","True"
"7538","8057_02","Europa","True","B/267/P","55 Cancri e",26,"False",0,0,0,0,0,"Algor Sersocatic","True"
"2404","2588_01","Earth","False","G/419/P","TRAPPIST-1e",28,"False",4,166,743,0,0,"Lardy Cardner","True"
"6053","6402_03","Earth","True","G/1032/P","TRAPPIST-1e",0,"False",0,0,0,0,0,"Paulah Knoxonway","True"
"1138","1206_01","Earth","False","F/241/P","TRAPPIST-1e",20,"False",71,8,513,354,0,"Vana Powery","False"
"730","0770_02","Earth","False","G/117/S","TRAPPIST-1e",NA,"False",0,715,0,170,0,"Sanney Mclardson","False"
"1851","1976_04","Europa","False","B/82/S","TRAPPIST-1e",39,"False",1,2972,0,3175,1,"Zinoth Lansuffle","False"
"3068","3310_01","Europa","True","D/107/P","TRAPPIST-1e",26,"False",0,0,0,0,0,"Grafik Bagint","True"
"6417","6778_01","Earth","False","F/1299/S","TRAPPIST-1e",47,"False",0,758,0,0,1417,"Brada Fielson","False"
"3843","4112_01","Earth","True","G/678/S","TRAPPIST-1e",28,"False",0,0,0,0,0,"Shany Rasmussony","True"
"6278","6645_01","Earth","True","G/1083/S","55 Cancri e",17,"False",0,0,0,0,0,"Lanedy Scotterkins","True"
"6422","6780_01","Europa","True","C/251/S","55 Cancri e",15,"False",0,0,0,0,0,"Antinon Plaricit","True"
"7694","8209_01","Earth","False","G/1332/P","TRAPPIST-1e",57,"False",6,510,372,0,0,"Oraryn Mirandry","True"
"2361","2544_02","Europa","False","B/97/S","TRAPPIST-1e",42,"False",41,1912,0,1899,43,"Alinon Sernator","False"
"8183","8744_01","Earth","False","E/570/S","TRAPPIST-1e",53,"False",1613,0,0,0,7,"Jilly Holton","False"
"4972","5303_03","Earth","False","G/857/P","TRAPPIST-1e",3,"False",0,0,0,0,0,"Jimmyn Lambleyoun","True"
"6267","6634_01","Europa","True","B/219/P","55 Cancri e",46,"False",0,0,0,0,0,"Gorabih Dischod","True"
"5128","5476_01","Earth","False","G/879/S","TRAPPIST-1e",49,"False",1020,0,2,2,0,"Samany Moodsey","True"
"2142","2299_01","Mars","False","F/448/S","TRAPPIST-1e",35,"False",174,0,381,0,62,"Wealke Ramad","False"
"4571","4871_01","Earth","False","F/990/P","PSO J318.5-22",13,"False",0,611,0,0,0,"Anniey Mccarry","False"
"8298","8860_04","Mars","False","E/567/P","TRAPPIST-1e",33,"",1054,0,222,22,0,"Appers Vloaf","False"
"2851","3079_01","Earth","False","F/642/P","55 Cancri e",22,"False",35,0,36,581,0,"Charly Booters","False"
"7155","7632_01","Mars","False","D/226/S","TRAPPIST-1e",28,"False",2703,0,4,1,0,"Phex Kepie","False"
"851","0913_01","Europa","False","E/51/P","55 Cancri e",38,"",0,172,0,5907,34,"Shail Parymider","False"
"1659","1761_01","Earth","False","F/347/P","55 Cancri e",23,"False",145,490,17,49,1,"Ine Sweekstarks","False"
"1560","1655_01","Earth","False","","TRAPPIST-1e",28,"False",3202,NA,0,0,5,"Karay Dicksons","False"
"1172","1238_01","Europa","False","C/50/S","TRAPPIST-1e",26,"False",0,1026,3301,831,356,"Merops Pronfraked","True"
"3312","3558_01","Mars","False","D/115/P","TRAPPIST-1e",37,"False",78,0,0,2948,0,"Row Manie","False"
"6271","6637_01","Mars","False","F/1271/S","TRAPPIST-1e",27,"False",1228,0,0,0,0,"Tibers Sinda","False"
"3296","3540_01","Earth","True","G/579/P","PSO J318.5-22",14,"False",0,0,0,0,0,"Leonyl Buchansen","True"
"6721","7090_01","Earth","False","F/1469/P","TRAPPIST-1e",15,"False",0,610,267,NA,0,"Samie Wiggs","False"
"5125","5472_01","Earth","False","F/1047/S","PSO J318.5-22",37,"False",0,0,559,11,0,"Jacque Andley","True"
"652","0683_01","Mars","False","F/144/P","TRAPPIST-1e",30,"False",269,96,252,0,0,"Wheals Parté","False"
"7235","7736_01","Mars","False","E/502/P","TRAPPIST-1e",27,"False",1730,0,379,5,0,"Wins Stik","False"
"4247","4515_01","Earth","False","G/739/P","TRAPPIST-1e",0,"False",0,0,0,0,0,"Lynnie Fryersonis","False"
"1665","1766_01","Earth","False","F/338/S","55 Cancri e",21,"False",112,0,0,0,1333,"Ronne Adavisons","False"
"6685","7049_01","Earth","True","G/1153/S","TRAPPIST-1e",21,"False",0,0,0,0,0,"Nelly Gallencis","True"
"5645","6000_02","Mars","False","D/189/P","TRAPPIST-1e",41,"False",1,0,808,0,0,"Rhex Bart","False"
"6606","6971_03","Europa","True","C/225/P","TRAPPIST-1e",19,"False",0,0,0,0,0,"Alkaida Distured","True"
"921","0988_01","","False","G/151/S","TRAPPIST-1e",28,"False",0,3,906,0,0,"Lyne Bartez","False"
"5127","5475_01","Earth","False","F/1134/P","TRAPPIST-1e",43,"False",0,0,1,NA,0,"Stelle Lowelliott","False"
"8330","8892_01","Earth","False","F/1832/P","TRAPPIST-1e",28,"False",0,16,496,318,0,"Shanya Ricklaney","False"
"6314","6674_01","Europa","False","E/426/P","TRAPPIST-1e",29,"False",0,841,0,1733,11,"Wezna Swirring","False"
"2996","3238_01","Mars","True","E/215/S","TRAPPIST-1e",26,"False",0,0,0,0,0,"Walles Reste","False"
"6815","7197_01","Mars","False","F/1383/S","TRAPPIST-1e",51,"False",106,1942,115,NA,0,"Grake Chica","False"
"3541","3798_01","Europa","True","E/253/S","TRAPPIST-1e",67,"False",0,0,0,0,0,"Castra Exibuctich","True"
"3176","3423_01","Earth","True","G/561/P","TRAPPIST-1e",21,"",0,0,0,0,0,"Heald Johnsby","True"
"6277","6643_01","Earth","False","F/1272/S","TRAPPIST-1e",20,"False",0,6,24,0,672,"Hughy Foxter","False"
"6471","6827_02","Europa","True","A/84/S","TRAPPIST-1e",14,"False",0,0,0,0,0,"Coxaton Listive","True"
"8640","9220_01","Earth","False","G/1496/P","TRAPPIST-1e",25,"False",2,45,45,0,815,"Branca Meyerthy","False"
"2749","2950_01","Earth","False","F/617/P","TRAPPIST-1e",20,"False",310,0,374,0,5,"Lawren Fielsenders","False"
"2037","2179_01","Europa","False","C/80/S","TRAPPIST-1e",30,"False",437,3585,0,4488,281,"Eltaird Dianket","False"
"3122","3363_02","Earth","False","G/550/P","TRAPPIST-1e",6,"False",0,0,0,0,0,"Elene Huffy","True"
"3527","3784_01","Earth","False","G/618/P","TRAPPIST-1e",77,"False",0,NA,131,3981,108,"Ale Morrencis","False"
"397","0436_01","Earth","False","G/63/S","55 Cancri e",10,"False",0,0,0,0,0,"Sallyl Hodes","True"
"8309","8867_02","Europa","True","B/286/P","55 Cancri e",38,"False",0,0,0,0,0,"Alrairk Ambleetive","True"
"4661","4972_01","Europa","False","B/162/P","55 Cancri e",35,"False",87,1719,2750,0,79,"Beneba Blentrary","True"
"5731","6070_01","Mars","False","D/186/S","TRAPPIST-1e",49,"False",2209,42,109,23,0,"Aptal Fate","False"
"2634","2818_02","Mars","True","F/585/P","55 Cancri e",4,"False",0,0,0,0,0,"Corse Betie","True"
"7007","7452_01","Europa","True","B/281/S","TRAPPIST-1e",48,"False",0,0,0,0,0,"Dyonon Sloweber","True"
"2141","2298_01","Earth","False","F/467/P","PSO J318.5-22",33,"False",270,412,1,NA,5,"Thery Fredersend","False"
"3241","3484_02","Earth","False","F/718/P","PSO J318.5-22",62,"False",3,0,2908,0,0,"Tonnie Kennetty","True"
"905","0976_01","Earth","True","G/146/S","TRAPPIST-1e",20,"False",0,0,0,0,0,"Tonyn Sweeton","False"
"8200","8769_01","Mars","False","F/1700/S","TRAPPIST-1e",44,"False",1,0,2080,11,0,"Chon Ches","True"
"4387","4661_06","Earth","True","G/757/P","TRAPPIST-1e",5,"False",0,0,0,NA,0,"Idace Moodman","False"
"4742","5060_03","Europa","False","C/157/P","55 Cancri e",27,"False",0,867,0,20,1371,"Segino Honatte","False"
"4414","4686_01","Earth","False","G/768/S","TRAPPIST-1e",38,"False",0,172,615,0,0,"Fany Russon","True"
"2461","2641_01","Earth","True","G/420/S","PSO J318.5-22",16,"False",0,0,0,0,0,"Kendre Merkins","False"
"3677","3949_01","Earth","False","E/238/P","TRAPPIST-1e",14,"False",781,0,1,4,1,"Denis Burraymons","False"
"4271","4546_01","Earth","","G/744/P","PSO J318.5-22",17,"False",0,0,0,0,0,"Kenda Bailes","True"
"5244","5598_01","Earth","False","G/903/S","",19,"False",0,0,500,2,208,"Lulah Thony","True"
"5755","6098_01","Earth","False","F/1163/S","55 Cancri e",27,"False",0,0,0,2725,73,"Essara Contrevins","False"
"2015","2149_01","Europa","True","B/89/S","TRAPPIST-1e",18,"False",0,0,0,0,0,"Altares Persed","True"
"2491","2671_01","Earth","False","F/554/P","55 Cancri e",17,"False",0,33,0,56,708,"Anae Oconley","False"
"2779","2996_01","Earth","False","F/626/P","55 Cancri e",31,"False",0,611,2,4,22,"","False"
"6563","6921_06","Europa","False","C/255/S","TRAPPIST-1e",32,"False",0,89,0,8330,1,"Azhah Stersetery","False"
"8066","8620_01","Mars","False","F/1659/S","TRAPPIST-1e",35,"True",1234,35,7,0,0,"Cinets Crité","False"
"2056","2200_01","Mars","False","F/442/P","TRAPPIST-1e",29,"False",1443,1108,47,0,0,"Grawk Prité","False"
"3196","3441_01","Earth","False","F/647/S","55 Cancri e",15,"False",350,0,91,198,0,"Ryany Blange","False"
"3432","3700_01","Earth","False","F/767/P","TRAPPIST-1e",23,"False",58,396,15,NA,180,"Coreee Midtt","False"
"5334","5701_01","Mars","True","D/173/S","TRAPPIST-1e",NA,"False",0,0,0,0,0,"Caper Fincy","True"
"7986","8541_02","Mars","False","D/266/P","55 Cancri e",33,"False",1914,5,0,0,228,"Booss Rekle","True"
"8623","9197_03","Europa","False","C/308/P","TRAPPIST-1e",31,"False",0,4634,8,616,0,"Pheino Platch","True"
"4596","4896_01","Earth","False","F/992/P","TRAPPIST-1e",40,"False",176,932,0,0,NA,"Vana Jimes","False"
"1922","2056_01","Earth","True","G/331/P","TRAPPIST-1e",52,"False",0,0,0,0,0,"Marynk Hanghanson","False"
"3624","3897_01","Earth","True","G/635/P","TRAPPIST-1e",25,"False",0,0,0,0,0,"Elson Peckers","False"
"2466","2645_03","Europa","True","C/95/S","TRAPPIST-1e",14,"False",0,0,0,0,0,"Mariton Improus","True"
"7145","7622_01","Earth","False","G/1237/S","TRAPPIST-1e",31,"False",0,0,185,584,0,"Jona Noeley","False"
"1469","1551_01","Europa","False","E/96/P","TRAPPIST-1e",30,"False",0,1376,43,0,1460,"Skyrmak Clidly","True"
"2163","2310_02","Europa","True","D/68/P","TRAPPIST-1e",56,"False",0,0,0,0,0,"Geons Holiabler","True"
"5781","6122_01","Earth","False","F/1267/P","55 Cancri e",36,"False",0,0,700,0,0,"Thelix Burnewman","True"
"7021","7475_01","Mars","True","F/1545/P","TRAPPIST-1e",43,"False",0,0,0,0,0,"Pros Leste","True"
"7181","7667_01","Europa","True","B/251/P","55 Cancri e",15,"False",0,0,0,0,0,"Suhelik Opshosent","True"
"1345","1423_02","Europa","True","B/61/S","TRAPPIST-1e",39,"False",0,0,0,0,0,"Beneb Asoppor","True"
"5630","5984_02","Mars","False","E/381/P","TRAPPIST-1e",24,"False",555,0,618,0,0,"Ale Kin","False"
"4039","4315_01","Earth","False","E/272/P","TRAPPIST-1e",22,"False",0,3,486,0,228,"Clarry Hammonton","True"
"445","0476_01","Mars","False","F/103/P","PSO J318.5-22",27,"False",NA,6,145,144,0,"Coves Chiff","False"
"8403","8983_01","Earth","False","E/576/P","TRAPPIST-1e",47,"False",42,509,0,0,1057,"Elene Mayder","False"
"8279","8840_01","Earth","False","F/1716/S","55 Cancri e",50,"False",0,433,4,0,2020,"Naomin Litthews","False"
"5840","6178_01","Earth","True","G/1001/P","PSO J318.5-22",28,"False",0,0,0,0,0,"Idarry Nichaner","False"
"3574","3849_01","Earth","False","G/631/P","TRAPPIST-1e",27,"False",0,253,0,79,421,"Timmy Santry","False"
"3821","4082_01","Mars","False","E/252/P","TRAPPIST-1e",22,"False",0,0,0,0,0,"Gray Cres","False"
"1234","1308_02","Europa","False","E/94/S","55 Cancri e",30,"False",278,3300,0,8145,2519,"Tachba Plegred","False"
"5824","6166_01","Earth","False","E/394/P","TRAPPIST-1e",25,"False",980,0,3,0,0,"Andan Handertiz","False"
"4409","4680_01","Mars","False","D/155/P","TRAPPIST-1e",17,"False",NA,0,38,0,2,"Dakes Colte","False"
"6870","7268_01","Earth","False","E/468/P","TRAPPIST-1e",30,"False",0,0,0,27,764,"Karene Hayerson","False"
"8650","9227_03","Earth","True","G/1498/P","PSO J318.5-22",1,"False",0,0,0,0,0,"Paulas Hinglendez","True"
"1917","2055_02","","False","G/330/P","PSO J318.5-22",32,"False",0,58,0,0,642,"Sall Woodwinez","True"
"2391","2565_01","Mars","True","F/527/P","TRAPPIST-1e",17,"False",0,0,0,0,0,"Miloss Lepie","True"
"1447","1527_02","Europa","False","D/49/P","TRAPPIST-1e",25,"False",0,0,0,0,0,"Anchird Boderbint","True"
"6966","7396_02","Europa","True","C/271/S","TRAPPIST-1e",31,"True",0,0,0,0,0,"Muontak Ingent","True"
"3585","3854_01","Earth","True","G/632/P","TRAPPIST-1e",33,"False",0,0,0,0,0,"Racey Carsoning","True"
"1832","1959_03","Europa","False","C/66/P","55 Cancri e",29,"False",0,433,4899,393,260,"Menchah Exibuctich","True"
"7583","8105_01","Earth","False","F/1677/P","PSO J318.5-22",18,"False",0,0,15,570,84,"Shan Villenson","False"
"2878","3112_01","Earth","True","G/488/S","PSO J318.5-22",15,"",0,0,0,0,0,"Billey Romason","False"
"5507","5876_02","Mars","True","F/1213/P","55 Cancri e",35,"False",0,0,0,0,0,"Eloos Cone","True"
"3387","3644_01","Mars","True","F/686/S","TRAPPIST-1e",36,"False",0,0,0,0,0,"Carde Bun","True"
"3700","3974_01","Earth","False","F/752/S","TRAPPIST-1e",19,"False",0,0,5,756,0,"Karia Davens","True"
"6668","7028_02","Earth","True","G/1148/S","TRAPPIST-1e",16,"False",0,NA,0,0,0,"Eduard Reyervaney","True"
"494","0531_02","Earth","True","G/82/P","55 Cancri e",NA,"False",0,0,0,0,0,"Darley Alentonway","True"
"6402","6761_02","Mars","False","E/432/P","TRAPPIST-1e",20,"False",0,0,0,0,0,"Neysma Horte","False"
"3287","3531_01","Mars","False","F/731/P","55 Cancri e",28,"False",809,0,31,733,0,"Chtios Erflé","False"
"5771","6111_05","Europa","False","A/58/P","TRAPPIST-1e",33,"False",0,2110,0,773,10,"Sabiton Folumorly","True"
"4739","5059_01","Earth","False","F/1030/P","55 Cancri e",21,"False",639,0,0,0,0,"Nancis Ryanga","False"
"1661","1762_02","Earth","False","G/275/S","",15,"False",104,NA,0,174,253,"Thery Casez","False"
"3962","4223_01","Mars","False","F/790/S","55 Cancri e",19,"False",1184,88,0,0,334,"Manth Grean","True"
"3388","3645_01","Mars","True","D/124/P","TRAPPIST-1e",42,"False",0,0,0,0,0,"Masal Pepie","True"
"2431","2602_02","Mars","False","E/158/P","55 Cancri e",0,"False",0,0,0,0,0,"Aptal Chnik","True"
"3329","3573_01","Earth","False","F/673/S","PSO J318.5-22",24,"False",0,33,0,84,1062,"Luzel Garnettiz","False"
"6395","6756_01","Earth","False","F/1402/P","TRAPPIST-1e",23,"False",0,0,12,726,19,"Winia Pittson","False"
"8624","9197_04","Europa","False","C/308/P","55 Cancri e",30,"False",1569,NA,0,NA,2252,"Phecca Platch","False"
"6805","7187_01","Earth","True","G/1158/P","PSO J318.5-22",28,"False",0,0,0,0,0,"Agnesa Olshaffey","True"
"59","0064_01","Mars","True","F/14/S","TRAPPIST-1e",15,"False",0,0,0,0,0,"","True"
"2102","2254_01","Earth","False","F/455/P","TRAPPIST-1e",26,"False",0,10,0,702,1,"Beula Mcfaddenson","False"
"798","0839_01","Europa","False","B/30/S","TRAPPIST-1e",32,"False",0,179,0,0,5152,"Grumak Pokerheed","False"
"4924","5250_01","Mars","True","F/1007/S","TRAPPIST-1e",22,"False",0,0,0,0,0,"Clek Dan","True"
"5417","5783_01","Earth","False","F/1201/P","55 Cancri e",43,"False",0,1197,0,223,1,"Alendy Scottuez","True"
"2788","3006_01","Earth","False","G/474/S","PSO J318.5-22",19,"False",23,0,0,0,732,"Race Wolferguson","False"
"3939","4205_01","Earth","False","F/789/S","TRAPPIST-1e",37,"False",0,886,0,58,441,"Ebonya Dillips","False"
"1354","1425_03","Earth","True","G/220/P","TRAPPIST-1e",4,"False",0,0,0,0,0,"Maryne Adavisons","True"
"6641","7001_01","Europa","True","D/213/S","TRAPPIST-1e",31,"False",0,0,0,0,0,"Majora Guieroolow","True"
"533","0567_01","Earth","True","G/83/S","TRAPPIST-1e",14,"False",0,0,0,0,0,"Jeron Munozanson","True"
"4386","4661_05","Earth","False","F/948/P","TRAPPIST-1e",30,"False",0,0,3,3434,0,"Lison Mayson","False"
"6690","7056_01","Europa","False","D/217/S","55 Cancri e",43,"False",0,2093,0,3409,30,"Alramix Secont","False"
"279","0307_01","Earth","False","F/59/S","TRAPPIST-1e",18,"False",0,0,1359,0,0,"Natald Hickett","True"
"7184","7671_01","Earth","False","F/1466/S","TRAPPIST-1e",29,"False",0,7,31,700,0,"Daley Patthews","False"
"2548","2732_01","Earth","True","G/435/S","55 Cancri e",16,"",0,0,0,0,0,"Molley Hurles","True"
"1793","1906_01","Earth","True","G/299/S","TRAPPIST-1e",14,"False",0,0,0,0,0,"Claura Booneid","False"
"3392","3645_05","Mars","True","D/124/P","TRAPPIST-1e",40,"False",0,0,NA,0,NA,"Dills Pepie","True"
"2584","2768_03","Earth","True","G/442/S","TRAPPIST-1e",3,"False",0,0,0,0,0,"Doryn Cartz","False"
"320","0357_01","Earth","False","F/65/S","TRAPPIST-1e",41,"False",NA,1198,0,124,572,"Eduard Mcleaney","False"
"3215","3461_01","Earth","False","G/569/P","PSO J318.5-22",26,"False",86,377,0,0,77,"Samana Handertiz","False"
"974","1032_01","Earth","True","G/153/P","PSO J318.5-22",25,"False",0,0,0,0,0,"Aude Garzaley","False"
